Release Height (m),Radionuclide,Distance (m),Stability Category,Dose
180,Eu-155,1700,4,2.2269121807577557e-11
180,Eu-155,1700,5,2.100736120675033e-11
180,Eu-155,1700,6,2.1233762872166188e-11
180,Cs-137,1750,1,8.640902555843409e-11
180,Cs-137,1750,2,5.170030586690573e-10
180,Cs-137,1750,3,5.771483624517319e-10
180,Cs-137,1750,4,4.2653829988734403e-10
180,Cs-137,1750,5,4.4664045489342965e-10
180,Cs-137,1750,6,4.689099928174711e-10
180,Cs-134,1750,1,2.3254593733056718e-10
180,Cs-134,1750,2,1.3847779170915539e-09
180,Cs-134,1750,3,1.5484259904751002e-09
180,Cs-134,1750,4,1.1542601360681511e-09
180,Cs-134,1750,5,1.2095260128712164e-09
180,Cs-134,1750,6,1.2696651320195104e-09
180,Ar-41,1750,1,1.9236680284085355e-10
180,Ar-41,1750,2,1.095904102166589e-09
180,Ar-41,1750,3,1.242973801688858e-09
180,Ar-41,1750,4,9.955349890056287e-10
180,Ar-41,1750,5,1.0486145568781683e-09
180,Ar-41,1750,6,1.0993265312853934e-09
180,Xe-135,1750,1,3.549262808339526e-11
180,Xe-135,1750,2,2.2136061016183267e-10
180,Xe-135,1750,3,2.374708524386861e-10
180,Xe-135,1750,4,1.4406967574593108e-10
180,Xe-135,1750,5,1.4596583564895224e-10
180,Xe-135,1750,6,1.5193329193911927e-10
180,Co-60,1750,1,3.767476764992413e-10
180,Co-60,1750,2,2.152126658455572e-09
180,Co-60,1750,3,2.4396022230670427e-09
180,Co-60,1750,4,1.947941746053329e-09
180,Co-60,1750,5,2.051580226077469e-09
180,Co-60,1750,6,2.151077554205395e-09
180,I-131,1750,1,5.8082664444655767e-11
180,I-131,1750,2,3.5621133422915965e-10
180,I-131,1750,3,3.8986684502008304e-10
180,I-131,1750,4,2.6222893728947484e-10
180,I-131,1750,5,2.7083745647587137e-10
180,I-131,1750,6,2.835248297525337e-10
180,I-132,1750,1,3.3662209497482357e-10
180,I-132,1750,2,1.989536924321021e-09
180,I-132,1750,3,2.230202756205515e-09
180,I-132,1750,4,1.683950639453429e-09
180,I-132,1750,5,1.7663382790074992e-09
180,I-132,1750,6,1.853792138467997e-09
180,Kr-87,1750,1,1.1578717222242908e-10
180,Kr-87,1750,2,6.52759757231767e-10
180,Kr-87,1750,3,7.348849019807955e-10
180,Kr-87,1750,4,5.748580654694621e-10
180,Kr-87,1750,5,6.02545459515305e-10
180,Kr-87,1750,6,6.305172119142565e-10
180,Kr-88,1750,1,2.759043725934831e-10
180,Kr-88,1750,2,1.5163585506066841e-09
180,Kr-88,1750,3,1.7218884951629959e-09
180,Kr-88,1750,4,1.4042081544914363e-09
180,Kr-88,1750,5,1.4766104794984767e-09
180,Kr-88,1750,6,1.5444179851704862e-09
180,Kr-85,1750,1,3.453294718412975e-13
180,Kr-85,1750,2,2.093357160185567e-12
180,Kr-85,1750,3,2.3175506320703625e-12
180,Kr-85,1750,4,1.6464453996936373e-12
180,Kr-85,1750,5,1.7154892403704037e-12
180,Kr-85,1750,6,1.7998494788112173e-12
180,Sr-85,1750,1,7.819646021844723e-11
180,Sr-85,1750,2,4.740197966154132e-10
180,Sr-85,1750,3,5.247864397987287e-10
180,Sr-85,1750,4,3.728222139337697e-10
180,Sr-85,1750,5,3.884566811478008e-10
180,Sr-85,1750,6,4.0755930263339537e-10
180,Ru-103,1750,1,7.670804229000361e-11
180,Ru-103,1750,2,4.653895420004759e-10
180,Ru-103,1750,3,5.148443432732976e-10
180,Ru-103,1750,4,3.6448548055863713e-10
180,Ru-103,1750,5,3.795774660076541e-10
180,Ru-103,1750,6,3.9819847361758816e-10
180,Ru-106,1750,1,2.995760105969226e-11
180,Ru-106,1750,2,1.8008405372039588e-10
180,Ru-106,1750,3,2.002591923810608e-10
180,Ru-106,1750,4,1.45433590381754e-10
180,Ru-106,1750,5,1.5192220545308322e-10
180,Ru-106,1750,6,1.5942377889878858e-10
180,Na-22,1750,1,3.3345137632528716e-10
180,Na-22,1750,2,1.952962351575323e-09
180,Na-22,1750,3,2.1912514811133237e-09
180,Na-22,1750,4,1.666912541302945e-09
180,Na-22,1750,5,1.7479604581093391e-09
180,Na-22,1750,6,1.8331109871330331e-09
180,Eu-152,1750,1,1.6035118515313926e-10
180,Eu-152,1750,2,9.35803769561237e-10
180,Eu-152,1750,3,1.0493676048676691e-09
180,Eu-152,1750,4,7.978266469625834e-10
180,Eu-152,1750,5,8.358802806787583e-10
180,Eu-152,1750,6,8.759521035373866e-10
180,Eu-154,1750,1,1.7640088718238126e-10
180,Eu-154,1750,2,1.0284136322881663e-09
180,Eu-154,1750,3,1.1550038156633291e-09
180,Eu-154,1750,4,8.83806891793765e-10
180,Eu-154,1750,5,9.269167494068187e-10
180,Eu-154,1750,6,9.716254024351578e-10
180,Eu-155,1750,1,7.793008225005057e-12
180,Eu-155,1750,2,4.968148974570798e-11
180,Eu-155,1750,3,5.054100144132467e-11
180,Eu-155,1750,4,2.2283501722816118e-11
180,Eu-155,1750,5,2.09192829381958e-11
180,Eu-155,1750,6,2.1140554078589665e-11
180,Cs-137,1800,1,7.961773561461229e-11
180,Cs-137,1800,2,5.016700069863267e-10
180,Cs-137,1800,3,5.749187122538185e-10
180,Cs-137,1800,4,4.2394993827898287e-10
180,Cs-137,1800,5,4.4412570049920037e-10
180,Cs-137,1800,6,4.670919437151491e-10
180,Cs-134,1800,1,2.142940839047582e-10
180,Cs-134,1800,2,1.3438729032045404e-09
180,Cs-134,1800,3,1.5422712228698187e-09
180,Cs-134,1800,4,1.147235171351288e-09
180,Cs-134,1800,5,1.2027714741759211e-09
180,Cs-134,1800,6,1.2648071917890351e-09
180,Ar-41,1800,1,1.7746049833889796e-10
180,Ar-41,1800,2,1.0647409800106866e-09
180,Ar-41,1800,3,1.2368323241139424e-09
180,Ar-41,1800,4,9.893720397423962e-10
180,Ar-41,1800,5,1.043159053578334e-09
180,Ar-41,1800,6,1.0955700261013252e-09
180,Xe-135,1800,1,3.2671017679145366e-11
180,Xe-135,1800,2,2.1455125366617155e-10
180,Xe-135,1800,3,2.3726745266318384e-10
180,Xe-135,1800,4,1.4347043508629678e-10
180,Xe-135,1800,5,1.451482025232066e-10
180,Xe-135,1800,6,1.5126383211416428e-10
180,Co-60,1800,1,3.4753085217011304e-10
180,Co-60,1800,2,2.090787777377469e-09
180,Co-60,1800,3,2.427635602476929e-09
180,Co-60,1800,4,1.935870697126205e-09
180,Co-60,1800,5,2.040858397041884e-09
180,Co-60,1800,6,2.143680686587871e-09
180,I-131,1800,1,5.348625077474223e-11
180,I-131,1800,2,3.454138646644537e-10
180,I-131,1800,3,3.8892769594904726e-10
180,I-131,1800,4,2.6083537222349354e-10
180,I-131,1800,5,2.6928957248598323e-10
180,I-131,1800,6,2.8233973542518664e-10
180,I-132,1800,1,3.1025997386244526e-10
180,I-132,1800,2,1.931131950073072e-09
180,I-132,1800,3,2.2209551932071422e-09
180,I-132,1800,4,1.673661355752684e-09
180,I-132,1800,5,1.756591257314649e-09
180,I-132,1800,6,1.8468337185956022e-09
180,Kr-87,1800,1,1.0685346839086172e-10
180,Kr-87,1800,2,6.342709615257643e-10
180,Kr-87,1800,3,7.315991556203041e-10
180,Kr-87,1800,4,5.71498999865105e-10
180,Kr-87,1800,5,5.994720151355692e-10
180,Kr-87,1800,6,6.28362957178016e-10
180,Kr-88,1800,1,2.5476663071832175e-10
180,Kr-88,1800,2,1.47440741313676e-09
180,Kr-88,1800,3,1.7131604906232901e-09
180,Kr-88,1800,4,1.395878686872062e-09
180,Kr-88,1800,5,1.4693596842400139e-09
180,Kr-88,1800,6,1.5394744665414207e-09
180,Kr-85,1800,1,3.180883494368791e-13
180,Kr-85,1800,2,2.0305569983099328e-12
180,Kr-85,1800,3,2.309977427360608e-12
180,Kr-85,1800,4,1.636858119931777e-12
180,Kr-85,1800,5,1.7056821375771468e-12
180,Kr-85,1800,6,1.7925881776524478e-12
180,Sr-85,1800,1,7.202797735412485e-11
180,Sr-85,1800,2,4.597993366215125e-10
180,Sr-85,1800,3,5.230715425034231e-10
180,Sr-85,1800,4,3.7065125703677583e-10
180,Sr-85,1800,5,3.862359547250176e-10
180,Sr-85,1800,6,4.0591505156186336e-10
180,Ru-103,1800,1,7.065556993067958e-11
180,Ru-103,1800,2,4.5141755699065563e-10
180,Ru-103,1800,3,5.131906534057057e-10
180,Ru-103,1800,4,3.6237354447340776e-10
180,Ru-103,1800,5,3.774067481583471e-10
180,Ru-103,1800,6,3.965879499701376e-10
180,Ru-106,1800,1,2.760006771930776e-11
180,Ru-106,1800,2,1.7472015329609426e-10
180,Ru-106,1800,3,1.9954149389874176e-10
180,Ru-106,1800,4,1.4456992505231196e-10
180,Ru-106,1800,5,1.5106374728727426e-10
180,Ru-106,1800,6,1.5879645939614547e-10
180,Na-22,1800,1,3.0740853999180624e-10
180,Na-22,1800,2,1.896045707349481e-09
180,Na-22,1800,3,2.182051227166134e-09
180,Na-22,1800,4,1.6568436849457854e-09
180,Na-22,1800,5,1.738493224737317e-09
180,Na-22,1800,6,1.8263787779537595e-09
180,Eu-152,1800,1,1.4784090509271084e-10
180,Eu-152,1800,2,9.086132119237559e-10
180,Eu-152,1800,3,1.0450296886532707e-09
180,Eu-152,1800,4,7.930818979380889e-10
180,Eu-152,1800,5,8.314175512840724e-10
180,Eu-152,1800,6,8.727818540393351e-10
180,Eu-154,1800,1,1.6264162104066954e-10
180,Eu-154,1800,2,9.98567831788947e-10
180,Eu-154,1800,3,1.150101086807441e-09
180,Eu-154,1800,4,8.784967529256543e-10
180,Eu-154,1800,5,9.219649452136007e-10
180,Eu-154,1800,6,9.681234063170644e-10
180,Eu-155,1800,1,7.1697630154956544e-12
180,Eu-155,1800,2,4.812475624204316e-11
180,Eu-155,1800,3,5.072759025966973e-11
180,Eu-155,1800,4,2.23027327024422e-11
180,Eu-155,1800,5,2.0831249054317705e-11
180,Eu-155,1800,6,2.104605386630622e-11
180,Cs-137,1850,1,7.350927757689861e-11
180,Cs-137,1850,2,4.866820160154827e-10
180,Cs-137,1850,3,5.721782130466836e-10
180,Cs-137,1850,4,4.2141412138939056e-10
180,Cs-137,1850,5,4.416067102019691e-10
180,Cs-137,1850,6,4.6525157701987606e-10
180,Cs-134,1850,1,1.9787446429264358e-10
180,Cs-134,1850,2,1.3038851193176311e-09
180,Cs-134,1850,3,1.5347673601763614e-09
180,Cs-134,1850,4,1.140348605824046e-09
180,Cs-134,1850,5,1.196004359338862e-09
180,Cs-134,1850,6,1.2598890910008924e-09
180,Ar-41,1850,1,1.6402796229029702e-10
180,Ar-41,1850,2,1.0342543778571434e-09
180,Ar-41,1850,3,1.2297615846207075e-09
180,Ar-41,1850,4,9.833029500258901e-10
180,Ar-41,1850,5,1.0376850886402015e-09
180,Ar-41,1850,6,1.0917633257023783e-09
180,Xe-135,1850,1,3.013710340145902e-11
180,Xe-135,1850,2,2.07896289173512e-10
180,Xe-135,1850,3,2.367792891122577e-10
180,Xe-135,1850,4,1.4289498241426263e-10
180,Xe-135,1850,5,1.4433100366462163e-10
180,Xe-135,1850,6,1.5058674235155382e-10
180,Co-60,1850,1,3.212054045146661e-10
180,Co-60,1850,2,2.030783260823146e-09
180,Co-60,1850,3,2.413831503405468e-09
180,Co-60,1850,4,1.923986029181005e-09
180,Co-60,1850,5,2.030101242843249e-09
180,Co-60,1850,6,2.1361854038213077e-09
180,I-131,1850,1,4.9355849834552394e-11
180,I-131,1850,2,3.348613184747301e-10
180,I-131,1850,3,3.875831273251424e-10
180,I-131,1850,4,2.5947980391019117e-10
180,I-131,1850,5,2.677409608213997e-10
180,I-131,1850,6,2.811407631908888e-10
180,I-132,1850,1,2.865373439205259e-10
180,I-132,1850,2,1.8740303061462887e-09
180,I-132,1850,3,2.209809813663575e-09
180,I-132,1850,4,1.663566327963915e-09
180,I-132,1850,5,1.7468235979258594e-09
180,I-132,1850,6,1.8397880143895875e-09
180,Kr-87,1850,1,9.879799252190562e-11
180,Kr-87,1850,2,6.161803871127436e-10
180,Kr-87,1850,3,7.27764461682943e-10
180,Kr-87,1850,4,5.681945794377101e-10
180,Kr-87,1850,5,5.96388685435667e-10
180,Kr-87,1850,6,6.261799135512956e-10
180,Kr-88,1850,1,2.3568889062435433e-10
180,Kr-88,1850,2,1.4333407549999223e-09
180,Kr-88,1850,3,1.703290984720305e-09
180,Kr-88,1850,4,1.3876632388313167e-09
180,Kr-88,1850,5,1.46207886867097e-09
180,Kr-88,1850,6,1.5344617447978074e-09
180,Kr-85,1850,1,2.9359838867136485e-13
180,Kr-85,1850,2,1.96917917734646e-12
180,Kr-85,1850,3,2.300201266001828e-12
180,Kr-85,1850,4,1.6274912901376153e-12
180,Kr-85,1850,5,1.6958645093388138e-12
180,Kr-85,1850,6,1.7852400216088685e-12
180,Sr-85,1850,1,6.648246770048641e-11
180,Sr-85,1850,2,4.459009512285745e-10
180,Sr-85,1850,3,5.208578095739954e-10
180,Sr-85,1850,4,3.6853021874814545e-10
180,Sr-85,1850,5,3.8401284483814175e-10
180,Sr-85,1850,6,4.0425113301857447e-10
180,Ru-103,1850,1,6.521450704932553e-11
180,Ru-103,1850,2,4.3776200862108253e-10
180,Ru-103,1850,3,5.110446014406455e-10
180,Ru-103,1850,4,3.6031070595927955e-10
180,Ru-103,1850,5,3.752337915227433e-10
180,Ru-103,1850,6,3.9495819220118655e-10
180,Ru-106,1850,1,2.547995283001748e-11
180,Ru-106,1850,2,1.6947716037333759e-10
180,Ru-106,1850,3,1.9864060404178607e-10
180,Ru-106,1850,4,1.4372478250297754e-10
180,Ru-106,1850,5,1.5020405304538535e-10
180,Ru-106,1850,6,1.581615134366614e-10
180,Na-22,1850,1,2.8396502245925056e-10
180,Na-22,1850,2,1.8403895088970278e-09
180,Na-22,1850,3,2.1710149230370634e-09
180,Na-22,1850,4,1.6469595372793495e-09
180,Na-22,1850,5,1.729003490532049e-09
180,Na-22,1850,6,1.819560897509351e-09
180,Eu-152,1850,1,1.3657773414153692e-10
180,Eu-152,1850,2,8.820220043134262e-10
180,Eu-152,1850,3,1.0398086423471834e-09
180,Eu-152,1850,4,7.884236643589988e-10
180,Eu-152,1850,5,8.269433083304192e-10
180,Eu-152,1850,6,8.695708230124491e-10
180,Eu-154,1850,1,1.5025356019743202e-10
180,Eu-154,1850,2,9.693798197732734e-10
180,Eu-154,1850,3,1.1442382210414083e-09
180,Eu-154,1850,4,8.732815682466256e-10
180,Eu-154,1850,5,9.16999991462092e-10
180,Eu-154,1850,6,9.645762109406614e-10
180,Eu-155,1850,1,6.6105544522404345e-12
180,Eu-155,1850,2,4.660239031887365e-11
180,Eu-155,1850,3,5.083057642447745e-11
180,Eu-155,1850,4,2.23269989755668e-11
180,Eu-155,1850,5,2.0743405983534013e-11
180,Eu-155,1850,6,2.095040861244993e-11
180,Cs-137,1900,1,6.800144023989914e-11
180,Cs-137,1900,2,4.720689827381397e-10
180,Cs-137,1900,3,5.689670780726768e-10
180,Cs-137,1900,4,4.189343507267882e-10
180,Cs-137,1900,5,4.39086109244692e-10
180,Cs-137,1900,6,4.6339089031841007e-10
180,Cs-134,1900,1,1.8306689489200955e-10
180,Cs-134,1900,2,1.2648941561923399e-09
180,Cs-134,1900,3,1.5260209531176274e-09
180,Cs-134,1900,4,1.1336100317578995e-09
180,Cs-134,1900,5,1.1892316616755044e-09
180,Cs-134,1900,6,1.2549161566182591e-09
180,Ar-41,1900,1,1.5189552201630898e-10
180,Ar-41,1900,2,1.0045010746315975e-09
180,Ar-41,1900,3,1.2218455553853926e-09
180,Ar-41,1900,4,9.77335301241183e-10
180,Ar-41,1900,5,1.032198199320477e-09
180,Ar-41,1900,6,1.0879104137016072e-09
180,Xe-135,1900,1,2.785562321468525e-11
180,Xe-135,1900,2,2.0141111870715732e-10
180,Xe-135,1900,3,2.360277897618923e-10
180,Xe-135,1900,4,1.4234448000179604e-10
180,Xe-135,1900,5,1.435151642067814e-10
180,Xe-135,1900,6,1.4990284019166908e-10
180,Co-60,1900,1,2.9743010719560006e-10
180,Co-60,1900,2,1.972225606231881e-09
180,Co-60,1900,3,2.398367657798423e-09
180,Co-60,1900,4,1.912302419970741e-09
180,Co-60,1900,5,2.0193195543713272e-09
180,Co-60,1900,6,2.128599713819122e-09
180,I-131,1900,1,4.56347490172248e-11
180,I-131,1900,2,3.245764536533298e-10
180,I-131,1900,3,3.858642939115423e-10
180,I-131,1900,4,2.581645613731399e-10
180,I-131,1900,5,2.6619327904257315e-10
180,I-131,1900,6,2.7992927928572e-10
180,I-132,1900,1,2.6513799134025936e-10
180,I-132,1900,2,1.8183442087628607e-09
180,I-132,1900,3,2.196923826340372e-09
180,I-132,1900,4,1.6536792487913071e-09
180,I-132,1900,5,1.7370453286464939e-09
180,I-132,1900,6,1.8326626602009782e-09
180,Kr-87,1900,1,9.151816927695436e-11
180,Kr-87,1900,2,5.985230004960745e-10
180,Kr-87,1900,3,7.234024216998882e-10
180,Kr-87,1900,4,5.64949792785269e-10
180,Kr-87,1900,5,5.932986477772277e-10
180,Kr-87,1900,6,6.239704245043443e-10
180,Kr-88,1900,1,2.1843333532319416e-10
180,Kr-88,1900,2,1.393234915041333e-09
180,Kr-88,1900,3,1.6923083530573663e-09
180,Kr-88,1900,4,1.3795742344197154e-09
180,Kr-88,1900,5,1.4547755618439927e-09
180,Kr-88,1900,6,1.5293853453458304e-09
180,Kr-85,1900,1,2.715263576640832e-13
180,Kr-85,1900,2,1.909349803916554e-12
180,Kr-85,1900,3,2.288394226935598e-12
180,Kr-85,1900,4,1.618357759227363e-12
180,Kr-85,1900,5,1.6860465991861037e-12
180,Kr-85,1900,6,1.777813134975312e-12
180,Sr-85,1900,1,6.148447423101626e-11
180,Sr-85,1900,2,4.3235319593610895e-10
180,Sr-85,1900,3,5.181842064536496e-10
180,Sr-85,1900,4,3.6646200858792463e-10
180,Sr-85,1900,5,3.817896710363499e-10
180,Sr-85,1900,6,4.025693866688811e-10
180,Ru-103,1900,1,6.031078779316933e-11
180,Ru-103,1900,2,4.2445115284072524e-10
180,Ru-103,1900,3,5.084445716389884e-10
180,Ru-103,1900,4,3.5829979327797996e-10
180,Ru-103,1900,5,3.730608663742393e-10
180,Ru-103,1900,6,3.9331100547298615e-10
180,Ru-106,1900,1,2.3568605372665e-11
180,Ru-106,1900,2,1.6436570228421226e-10
180,Ru-106,1900,3,1.97571018790285e-10
180,Ru-106,1900,4,1.4289931325135804e-10
180,Ru-106,1900,5,1.4934401287682803e-10
180,Ru-106,1900,6,1.5751963664570914e-10
180,Na-22,1900,1,2.6281068928705243e-10
180,Na-22,1900,2,1.7861025995713631e-09
180,Na-22,1900,3,2.158300190420607e-09
180,Na-22,1900,4,1.6372727977257384e-09
180,Na-22,1900,5,1.719500985123164e-09
180,Na-22,1900,6,1.8126647445953287e-09
180,Eu-152,1900,1,1.2641311730606118e-10
180,Eu-152,1900,2,8.560823819382416e-10
180,Eu-152,1900,3,1.0337811792190323e-09
180,Eu-152,1900,4,7.838582393731177e-10
180,Eu-152,1900,5,8.224621726499081e-10
180,Eu-152,1900,6,8.663224904909891e-10
180,Eu-154,1900,1,1.3907342323149532e-10
180,Eu-154,1900,2,9.409066286381115e-10
180,Eu-154,1900,3,1.1374972878620992e-09
180,Eu-154,1900,4,8.68168211344029e-10
180,Eu-154,1900,5,9.120269883700659e-10
180,Eu-154,1900,6,9.609876589822692e-10
180,Eu-155,1900,1,6.1074577329584265e-12
180,Eu-155,1900,2,4.511851996844546e-11
180,Eu-155,1900,3,5.0855980278159416e-11
180,Eu-155,1900,4,2.235653545806948e-11
180,Eu-155,1900,5,2.06558854957772e-11
180,Eu-155,1900,6,2.0853756828978888e-11
180,Cs-137,1950,1,6.302332046145538e-11
180,Cs-137,1950,2,4.5785220650640687e-10
180,Cs-137,1950,3,5.653256835072475e-10
180,Cs-137,1950,4,4.1651432450827016e-10
180,Cs-137,1950,5,4.3656628671919127e-10
180,Cs-137,1950,6,4.615117817896919e-10
180,Cs-134,1950,1,1.6968133217917378e-10
180,Cs-134,1950,2,1.2269565861677175e-09
180,Cs-134,1950,3,1.5161744442541215e-09
180,Cs-134,1950,4,1.1270297564886871e-09
180,Cs-134,1950,5,1.1824598066101463e-09
180,Cs-134,1950,6,1.249893449149839e-09
180,Ar-41,1950,1,1.4091265099082798e-10
180,Ar-41,1950,2,9.755221638849659e-10
180,Ar-41,1950,3,1.2131394295866514e-09
180,Ar-41,1950,4,9.714779994260868e-10
180,Ar-41,1950,5,1.0267035048807443e-09
180,Ar-41,1950,6,1.084015309360349e-09
180,Xe-135,1950,1,2.5796288077806725e-11
180,Xe-135,1950,2,1.9510655932150067e-10
180,Xe-135,1950,3,2.3503425454381847e-10
180,Xe-135,1950,4,1.4182038580244814e-10
180,Xe-135,1950,5,1.4270153697418324e-10
180,Xe-135,1950,6,1.4921290142060362e-10
180,Co-60,1950,1,2.7590951621500816e-10
180,Co-60,1950,2,1.9151955080163616e-09
180,Co-60,1950,3,2.381330229888891e-09
180,Co-60,1950,4,1.900837339234938e-09
180,Co-60,1950,5,2.008523391520558e-09
180,Co-60,1950,6,2.120931166636213e-09
180,I-131,1950,1,4.2274150079074736e-11
180,I-131,1950,2,3.1457544342150317e-10
180,I-131,1950,3,3.8380227883185376e-10
180,I-131,1950,4,2.5689208157906627e-10
180,I-131,1950,5,2.6464804911107605e-10
180,I-131,1950,6,2.7870658163754705e-10
180,I-132,1950,1,2.4578902122661425e-10
180,I-132,1950,2,1.7641536999789475e-09
180,I-132,1950,3,2.1824539733789176e-09
180,I-132,1950,4,1.6440151912891899e-09
180,I-132,1950,5,1.727265741335928e-09
180,I-132,1950,6,1.825464872275349e-09
180,Kr-87,1950,1,8.492492099774642e-11
180,Kr-87,1950,2,5.813238366582923e-10
180,Kr-87,1950,3,7.185562705637517e-10
180,Kr-87,1950,4,5.617696773354421e-10
180,Kr-87,1950,5,5.902048443339396e-10
180,Kr-87,1950,6,6.217368173196736e-10
180,Kr-88,1950,1,2.0279296638298927e-10
180,Kr-88,1950,2,1.354144949324928e-09
180,Kr-88,1950,3,1.6803002656253011e-09
180,Kr-88,1950,4,1.3716232585611263e-09
180,Kr-88,1950,5,1.447456627897331e-09
180,Kr-88,1950,6,1.524250489152207e-09
180,Kr-85,1950,1,2.5158529537792325e-13
180,Kr-85,1950,2,1.8511590612128426e-12
180,Kr-85,1950,3,2.274727570165207e-12
180,Kr-85,1950,4,1.6094745155343776e-12
180,Kr-85,1950,5,1.6762378963873284e-12
180,Kr-85,1950,6,1.7703152391495477e-12
180,Sr-85,1950,1,5.696901748564459e-11
180,Sr-85,1950,2,4.1917649177694554e-10
180,Sr-85,1950,3,5.150895131383246e-10
180,Sr-85,1950,4,3.644504733994272e-10
180,Sr-85,1950,5,3.795685820733335e-10
180,Sr-85,1950,6,4.0087156094612516e-10
180,Ru-103,1950,1,5.5880631783607246e-11
180,Ru-103,1950,2,4.115050758203906e-10
180,Ru-103,1950,3,5.054288070835884e-10
180,Ru-103,1950,4,3.5634455611734607e-10
180,Ru-103,1950,5,3.7089007710654935e-10
180,Ru-103,1950,6,3.9164810539985675e-10
180,Ru-106,1950,1,2.184132862637595e-11
180,Ru-106,1950,2,1.5939335639747267e-10
180,Ru-106,1950,3,1.9634751596727142e-10
180,Ru-106,1950,4,1.4209491750785884e-10
180,Ru-106,1950,5,1.4848445274186202e-10
180,Ru-106,1950,6,1.568714904305785e-10
180,Na-22,1950,1,2.4367753183534084e-10
180,Na-22,1950,2,1.73326290131318e-09
180,Na-22,1950,3,2.144027363674321e-09
180,Na-22,1950,4,1.627799384065176e-09
180,Na-22,1950,5,1.7099947102131234e-09
180,Na-22,1950,6,1.8056973396590583e-09
180,Eu-152,1950,1,1.1721865381577702e-10
180,Eu-152,1950,2,8.30831807777161e-10
180,Eu-152,1950,3,1.0270100762907502e-09
180,Eu-152,1950,4,7.793929435815562e-10
180,Eu-152,1950,5,8.179783862482998e-10
180,Eu-152,1950,6,8.630401714087152e-10
180,Eu-154,1950,1,1.2896006445499654e-10
180,Eu-154,1950,2,9.131889378953823e-10
180,Eu-154,1950,3,1.1299599176811836e-09
180,Eu-154,1950,4,8.631646946542303e-10
180,Eu-154,1950,5,9.070506308226635e-10
180,Eu-154,1950,6,9.573613931281298e-10
180,Eu-155,1950,1,5.653678888493845e-12
180,Eu-155,1950,2,4.3676070577140926e-11
180,Eu-155,1950,3,5.080984414591782e-11
180,Eu-155,1950,4,2.2391647097573628e-11
180,Eu-155,1950,5,2.0568809568958843e-11
180,Eu-155,1950,6,2.0756229367006217e-11
180,Cs-137,1600,1,1.1191826969696932e-10
180,Cs-137,1600,2,5.646030988995422e-10
180,Cs-137,1600,3,5.803887173379044e-10
180,Cs-137,1600,4,4.345858382368152e-10
180,Cs-137,1600,5,4.5413014690242684e-10
180,Cs-137,1600,6,4.74208656540805e-10
180,Cs-134,1600,1,3.010725341313215e-10
180,Cs-134,1600,2,1.5117542551711183e-09
180,Cs-134,1600,3,1.5577812992026574e-09
180,Cs-134,1600,4,1.176077235426645e-09
180,Cs-134,1600,5,1.2296359026523239e-09
180,Cs-134,1600,6,1.2838204159230443e-09
180,Ar-41,1600,1,2.4810108293924936e-10
180,Ar-41,1600,2,1.192565134179664e-09
180,Ar-41,1600,3,1.2551056430821015e-09
180,Ar-41,1600,4,1.0145055820053036e-09
180,Ar-41,1600,5,1.0648079360650848e-09
180,Ar-41,1600,6,1.1102506883636419e-09
180,Xe-135,1600,1,4.6131862534260676e-11
180,Xe-135,1600,2,2.424736296712934e-10
180,Xe-135,1600,3,2.3616946169915176e-10
180,Xe-135,1600,4,1.4599969785227279e-10
180,Xe-135,1600,5,1.4841073631374458e-10
180,Xe-135,1600,6,1.5388706209414339e-10
180,Co-60,1600,1,4.860168916546794e-10
180,Co-60,1600,2,2.342399405073813e-09
180,Co-60,1600,3,2.46306351438633e-09
180,Co-60,1600,4,1.985112466274636e-09
180,Co-60,1600,5,2.083410280522927e-09
180,Co-60,1600,6,2.172590752160029e-09
180,I-131,1600,1,7.538684794366626e-11
180,I-131,1600,2,3.8971666766073424e-10
180,I-131,1600,3,3.8995664844911326e-10
180,I-131,1600,4,2.666189792184451e-10
180,I-131,1600,5,2.7545788121345484e-10
180,I-131,1600,6,2.86982100729887e-10
180,I-132,1600,1,4.355282365147298e-10
180,I-132,1600,2,2.170815511260827e-09
180,I-132,1600,3,2.2451455773155727e-09
180,I-132,1600,4,1.7158533046875743e-09
180,I-132,1600,5,1.7953427457594832e-09
180,I-132,1600,6,1.874061405345722e-09
180,Kr-87,1600,1,1.4913643971374464e-10
180,Kr-87,1600,2,7.100734314025721e-10
180,Kr-87,1600,3,7.40708126078474e-10
180,Kr-87,1600,4,5.852221273640385e-10
180,Kr-87,1600,5,6.11670573973254e-10
180,Kr-87,1600,6,6.367805697632598e-10
180,Kr-88,1600,1,3.5462604924389905e-10
180,Kr-88,1600,2,1.6463407919979711e-09
180,Kr-88,1600,3,1.73940778795068e-09
180,Kr-88,1600,4,1.4297799473134203e-09
180,Kr-88,1600,5,1.4980988460616823e-09
180,Kr-88,1600,6,1.5587730695208767e-09
180,Kr-85,1600,1,4.477745509328685e-13
180,Kr-85,1600,2,2.2883018897723578e-12
180,Kr-85,1600,3,2.3254233515826533e-12
180,Kr-85,1600,4,1.6764063276953069e-12
180,Kr-85,1600,5,1.7447312923096725e-12
180,Kr-85,1600,6,1.8210245756644426e-12
180,Sr-85,1600,1,1.0139413412650283e-10
180,Sr-85,1600,2,5.181630547063347e-10
180,Sr-85,1600,3,5.265692132055109e-10
180,Sr-85,1600,4,3.7960660567084143e-10
180,Sr-85,1600,5,3.950782690525586e-10
