Release Height (m),Radionuclide,Distance (m),Stability Category,Dose
170,Na-22,200,4,1.988051564512417e-09
170,Na-22,200,5,1.997493807999413e-09
170,Na-22,200,6,1.9984489346381947e-09
170,Eu-152,200,1,9.242698574461135e-10
170,Eu-152,200,2,9.391158072139028e-10
170,Eu-152,200,3,9.403157250364787e-10
170,Eu-152,200,4,9.431177613794772e-10
170,Eu-152,200,5,9.47569106751133e-10
170,Eu-152,200,6,9.48069536856693e-10
170,Eu-154,200,1,1.0197989179002052e-09
170,Eu-154,200,2,1.0372296895971486e-09
170,Eu-154,200,3,1.0388733213516444e-09
170,Eu-154,200,4,1.0421782074664534e-09
170,Eu-154,200,5,1.0471573505521775e-09
170,Eu-154,200,6,1.0476930579773719e-09
170,Eu-155,200,1,3.1256895390997905e-11
170,Eu-155,200,2,2.954340951779824e-11
170,Eu-155,200,3,2.881751367908608e-11
170,Eu-155,200,4,2.8467803053247928e-11
170,Eu-155,200,5,2.8512868010522615e-11
170,Eu-155,200,6,2.8479443792789244e-11
170,Cs-137,300,1,6.537568734568157e-10
170,Cs-137,300,2,5.706259402925464e-10
170,Cs-137,300,3,5.634125467571528e-10
170,Cs-137,300,4,5.626308526356663e-10
170,Cs-137,300,5,5.657637803770516e-10
170,Cs-137,300,6,5.66539657906471e-10
170,Cs-134,300,1,1.7504647714163075e-09
170,Cs-134,300,2,1.5328584510542067e-09
170,Cs-134,300,3,1.5147210582412026e-09
170,Cs-134,300,4,1.5131708028500023e-09
170,Cs-134,300,5,1.521693171873141e-09
170,Cs-134,300,6,1.5237465975909355e-09
170,Ar-41,300,1,1.3821971912473823e-09
170,Ar-41,300,2,1.2446588559478562e-09
170,Ar-41,300,3,1.2378884718649463e-09
170,Ar-41,300,4,1.2405144270341023e-09
170,Ar-41,300,5,1.2477385326529431e-09
170,Ar-41,300,6,1.2493440242436724e-09
170,Xe-135,300,1,2.538041405567275e-10
170,Xe-135,300,2,2.0301109880188158e-10
170,Xe-135,300,3,1.9644089392882812e-10
170,Xe-135,300,4,1.9421570436418126e-10
170,Xe-135,300,5,1.95091862226316e-10
170,Xe-135,300,6,1.9521950020293384e-10
170,Co-60,300,1,2.71663194037833e-09
170,Co-60,300,2,2.4433724338216603e-09
170,Co-60,300,3,2.429374313016769e-09
170,Co-60,300,4,2.4342407856449463e-09
170,Co-60,300,5,2.4483969299896e-09
170,Co-60,300,6,2.4515679264456406e-09
170,I-131,300,1,4.3172861669487255e-10
170,I-131,300,2,3.618274874432302e-10
170,I-131,300,3,3.5398878150505753e-10
170,I-131,300,4,3.5190788134651763e-10
170,I-131,300,5,3.5372655319239285e-10
170,I-131,300,6,3.541244456447226e-10
170,I-132,300,1,2.514593743522806e-09
170,I-132,300,2,2.2126224715888715e-09
170,I-132,300,3,2.1888857993147117e-09
170,I-132,300,4,2.1878513866482553e-09
170,I-132,300,5,2.200244433074672e-09
170,I-132,300,6,2.203206641877737e-09
170,Kr-87,300,1,8.053412386947154e-10
170,Kr-87,300,2,7.16616312999073e-10
170,Kr-87,300,3,7.10928043684563e-10
170,Kr-87,300,4,7.115594880956623e-10
170,Kr-87,300,5,7.156639473527981e-10
170,Kr-87,300,6,7.165144101511782e-10
170,Kr-88,300,1,1.873421673462026e-09
170,Kr-88,300,2,1.696587189289434e-09
170,Kr-88,300,3,1.689685959667625e-09
170,Kr-88,300,4,1.694357915808873e-09
170,Kr-88,300,5,1.7043795151243363e-09
170,Kr-88,300,6,1.7063613005168635e-09
170,Kr-85,300,1,2.6125472221515642e-12
170,Kr-85,300,2,2.2433517584718004e-12
170,Kr-85,300,3,2.2069113968491183e-12
170,Kr-85,300,4,2.199893224938188e-12
170,Kr-85,300,5,2.2118897315136253e-12
170,Kr-85,300,6,2.2148433684674108e-12
170,Sr-85,300,1,5.9158587459473e-10
170,Sr-85,300,2,5.07985697571881e-10
170,Sr-85,300,3,4.9973424374592e-10
170,Sr-85,300,4,4.981451030646855e-10
170,Sr-85,300,5,5.008616040080151e-10
170,Sr-85,300,6,5.015304303841132e-10
170,Ru-103,300,1,5.797016292965635e-10
170,Ru-103,300,2,4.97025638626431e-10
170,Ru-103,300,3,4.887854782283701e-10
170,Ru-103,300,4,4.87150598659373e-10
170,Ru-103,300,5,4.897988635145821e-10
170,Ru-103,300,6,4.904457465415992e-10
170,Ru-106,300,1,2.2596862372052486e-10
170,Ru-106,300,2,1.9576316215064423e-10
170,Ru-106,300,3,1.9297430683478343e-10
170,Ru-106,300,4,1.9255091695327084e-10
170,Ru-106,300,5,1.9361581065443144e-10
170,Ru-106,300,6,1.9387388559149166e-10
170,Na-22,300,1,2.451733023474754e-09
170,Na-22,300,2,2.161910498929453e-09
170,Na-22,300,3,2.139965086817754e-09
170,Na-22,300,4,2.139594596773515e-09
170,Na-22,300,5,2.1517114742196083e-09
170,Na-22,300,6,2.154526901434036e-09
170,Eu-152,300,1,1.165040517501016e-09
170,Eu-152,300,2,1.026323219485283e-09
170,Eu-152,300,3,1.015826570890776e-09
170,Eu-152,300,4,1.0155902180789336e-09
170,Eu-152,300,5,1.0213250359424695e-09
170,Eu-152,300,6,1.0225783661779954e-09
170,Eu-154,300,1,1.2853629098531394e-09
170,Eu-154,300,2,1.1358096684956056e-09
170,Eu-154,300,3,1.1249497009175342e-09
170,Eu-154,300,4,1.1250459682383431e-09
170,Eu-154,300,5,1.131430265094993e-09
170,Eu-154,300,6,1.1328245388085892e-09
170,Eu-155,300,1,4.6288684905068894e-11
170,Eu-155,300,2,3.1716086059392315e-11
170,Eu-155,300,3,2.956181940633313e-11
170,Eu-155,300,4,2.8669716250260865e-11
170,Eu-155,300,5,2.870982154333463e-11
170,Eu-155,300,6,2.8661900226778308e-11
170,Cs-137,400,1,8.813773004153105e-10
170,Cs-137,400,2,5.916410928348299e-10
170,Cs-137,400,3,5.69174494644991e-10
170,Cs-137,400,4,5.651718561450771e-10
170,Cs-137,400,5,5.698108762325356e-10
170,Cs-137,400,6,5.715985763863421e-10
170,Cs-134,400,1,2.355129946744129e-09
170,Cs-134,400,2,1.5923965844990991e-09
170,Cs-134,400,3,1.5342526608614439e-09
170,Cs-134,400,4,1.5243981065519343e-09
170,Cs-134,400,5,1.5369136858714122e-09
170,Cs-134,400,6,1.5417263916669067e-09
170,Ar-41,400,1,1.8080479963604359e-09
170,Ar-41,400,2,1.3096269009877184e-09
170,Ar-41,400,3,1.2772841990415835e-09
170,Ar-41,400,4,1.275378506677708e-09
170,Ar-41,400,5,1.285811205773016e-09
170,Ar-41,400,6,1.2896678566788683e-09
170,Xe-135,400,1,3.7776384266927615e-10
170,Xe-135,400,2,2.1490923692893275e-10
170,Xe-135,400,3,1.9870947632596943e-10
170,Xe-135,400,4,1.9390634313408592e-10
170,Xe-135,400,5,1.9519932579465616e-10
170,Xe-135,400,6,1.9560080910908118e-10
170,Co-60,400,1,3.561214873069806e-09
170,Co-60,400,2,2.570327265305475e-09
170,Co-60,400,3,2.505634585311244e-09
170,Co-60,400,4,2.501400501486191e-09
170,Co-60,400,5,2.5218669026060606e-09
170,Co-60,400,6,2.529468505791761e-09
170,I-131,400,1,6.095093209336661e-10
170,I-131,400,2,3.7792796640745845e-10
170,I-131,400,3,3.570474704503441e-10
170,I-131,400,4,3.5178256318593724e-10
170,I-131,400,5,3.5447764282653207e-10
170,I-131,400,6,3.5545258654821196e-10
170,I-132,400,1,3.374190680504009e-09
170,I-132,400,2,2.3039693118493023e-09
170,I-132,400,3,2.224657998861661e-09
170,I-132,400,4,2.212338287835959e-09
170,I-132,400,5,2.230501002443883e-09
170,I-132,400,6,2.2374477670299953e-09
170,Kr-87,400,1,1.0906981539376684e-09
170,Kr-87,400,2,7.535813305026708e-10
170,Kr-87,400,3,7.311986802847156e-10
170,Kr-87,400,4,7.285341609268144e-10
170,Kr-87,400,5,7.343746922540726e-10
170,Kr-87,400,6,7.36421463076383e-10
170,Kr-88,400,1,2.433881206212232e-09
170,Kr-88,400,2,1.791280628369597e-09
170,Kr-88,400,3,1.7508414463708544e-09
170,Kr-88,400,4,1.7496648146327467e-09
170,Kr-88,400,5,1.763696883189986e-09
170,Kr-88,400,6,1.768570871777802e-09
170,Kr-85,400,1,3.5812829546503488e-12
170,Kr-85,400,2,2.32580327608522e-12
170,Kr-85,400,3,2.2211466068440017e-12
170,Kr-85,400,4,2.1986893057255174e-12
170,Kr-85,400,5,2.2164199350940708e-12
170,Kr-85,400,6,2.223147608835929e-12
170,Sr-85,400,1,8.109456087450641e-10
170,Sr-85,400,2,5.26655916199533e-10
170,Sr-85,400,3,5.02957649029088e-10
170,Sr-85,400,4,4.978725049914166e-10
170,Sr-85,400,5,5.018874452997277e-10
170,Sr-85,400,6,5.034108680967541e-10
170,Ru-103,400,1,7.962290534736913e-10
170,Ru-103,400,2,5.155612108775203e-10
170,Ru-103,400,3,4.920383970394797e-10
170,Ru-103,400,4,4.869263370623215e-10
170,Ru-103,400,5,4.908425777842745e-10
170,Ru-103,400,6,4.923250842892543e-10
170,Ru-106,400,1,3.072328491246031e-10
170,Ru-106,400,2,2.03188881430462e-10
170,Ru-106,400,3,1.9483008863904287e-10
170,Ru-106,400,4,1.9318762374269108e-10
170,Ru-106,400,5,1.9475691309902932e-10
170,Ru-106,400,6,1.9535550160045883e-10
170,Na-22,400,1,3.2821732549707006e-09
170,Na-22,400,2,2.260494034809431e-09
170,Na-22,400,3,2.1848589801765136e-09
170,Na-22,400,4,2.173565221148644e-09
170,Na-22,400,5,2.1912363074685542e-09
170,Na-22,400,6,2.197849097813848e-09
170,Eu-152,400,1,1.5768575617235534e-09
170,Eu-152,400,2,1.0781082739339983e-09
170,Eu-152,400,3,1.0417936700463161e-09
170,Eu-152,400,4,1.0362768161339327e-09
170,Eu-152,400,5,1.0445744405468834e-09
170,Eu-152,400,6,1.047636622189042e-09
170,Eu-154,400,1,1.72490208577061e-09
170,Eu-154,400,2,1.191786606895198e-09
170,Eu-154,400,3,1.1531403918359887e-09
170,Eu-154,400,4,1.1476713554594306e-09
170,Eu-154,400,5,1.1569185656224504e-09
170,Eu-154,400,6,1.1603629957225478e-09
170,Eu-155,400,1,8.22576565316988e-11
170,Eu-155,400,2,3.539566539898726e-11
170,Eu-155,400,3,3.0406111007330486e-11
170,Eu-155,400,4,2.8677926104122348e-11
170,Eu-155,400,5,2.8722701550202248e-11
170,Eu-155,400,6,2.8683068876065205e-11
170,Cs-137,500,1,9.886506195351414e-10
170,Cs-137,500,2,6.235931259044028e-10
170,Cs-137,500,3,5.711991372539582e-10
170,Cs-137,500,4,5.623180592708969e-10
170,Cs-137,500,5,5.687848066587222e-10
170,Cs-137,500,6,5.71880389369073e-10
170,Cs-134,500,1,2.638125089864302e-09
170,Cs-134,500,2,1.6766054213767424e-09
170,Cs-134,500,3,1.539707185027138e-09
170,Cs-134,500,4,1.5172369189952863e-09
170,Cs-134,500,5,1.5346608064102903e-09
170,Cs-134,500,6,1.542989158747613e-09
170,Ar-41,500,1,2.014079304932469e-09
170,Ar-41,500,2,1.3712075835562883e-09
170,Ar-41,500,3,1.2861738995987524e-09
170,Ar-41,500,4,1.2772033972609016e-09
170,Ar-41,500,5,1.291660681853771e-09
170,Ar-41,500,6,1.2984660900932652e-09
170,Xe-135,500,1,4.4130581740212487e-10
170,Xe-135,500,2,2.351378327171236e-10
170,Xe-135,500,3,2.0130938521614527e-10
170,Xe-135,500,4,1.9282171166012037e-10
170,Xe-135,500,5,1.9460272187103198e-10
170,Xe-135,500,6,1.9539949750891326e-10
170,Co-60,500,1,3.963532740270681e-09
170,Co-60,500,2,2.689905102952794e-09
170,Co-60,500,3,2.520901648216661e-09
170,Co-60,500,4,2.502594587971407e-09
170,Co-60,500,5,2.5309552421912713e-09
170,Co-60,500,6,2.544330500523706e-09
170,I-131,500,1,6.976642885154656e-10
170,I-131,500,2,4.051139466054773e-10
170,I-131,500,3,3.597230603604886e-10
170,I-131,500,4,3.4980940344522707e-10
170,I-131,500,5,3.53555762950333e-10
170,I-131,500,6,3.55315739793731e-10
170,I-132,500,1,3.768038067461188e-09
170,I-132,500,2,2.4230806789810272e-09
170,I-132,500,3,2.233615411224688e-09
170,I-132,500,4,2.204075548910995e-09
170,I-132,500,5,2.229341031584777e-09
170,I-132,500,6,2.2413862277946486e-09
170,Kr-87,500,1,1.2131397480630002e-09
170,Kr-87,500,2,7.961241145623944e-10
170,Kr-87,500,3,7.401861008235301e-10
170,Kr-87,500,4,7.325183452932583e-10
170,Kr-87,500,5,7.405574237097912e-10
170,Kr-87,500,6,7.442317321115835e-10
170,Kr-88,500,1,2.706648425670424e-09
170,Kr-88,500,2,1.8863996228837203e-09
170,Kr-88,500,3,1.7762409634511555e-09
170,Kr-88,500,4,1.7659496621101047e-09
170,Kr-88,500,5,1.7852538346657295e-09
170,Kr-88,500,6,1.7940039759238342e-09
170,Kr-85,500,1,4.051119269119845e-12
170,Kr-85,500,2,2.4676484514812355e-12
170,Kr-85,500,3,2.2321040594141555e-12
170,Kr-85,500,4,2.1867178172756697e-12
170,Kr-85,500,5,2.211429348551553e-12
170,Kr-85,500,6,2.223218119092036e-12
170,Sr-85,500,1,9.173348437411811e-10
170,Sr-85,500,2,5.58775159761029e-10
170,Sr-85,500,3,5.054388119392238e-10
170,Sr-85,500,4,4.951616833685883e-10
170,Sr-85,500,5,5.007573857967126e-10
170,Sr-85,500,6,5.034268471161804e-10
170,Ru-103,500,1,9.01395374301283e-10
170,Ru-103,500,2,5.473476803392758e-10
170,Ru-103,500,3,4.94538107629917e-10
170,Ru-103,500,4,4.842669749078352e-10
170,Ru-103,500,5,4.897246031226573e-10
170,Ru-103,500,6,4.923263083528691e-10
170,Ru-106,500,1,3.4600954081758076e-10
170,Ru-106,500,2,2.1482560737031426e-10
170,Ru-106,500,3,1.9566200444602664e-10
170,Ru-106,500,4,1.921945933986066e-10
170,Ru-106,500,5,1.943807281198321e-10
170,Ru-106,500,6,1.9542420813856982e-10
170,Na-22,500,1,3.6753281341257748e-09
170,Na-22,500,2,2.3800289139334874e-09
170,Na-22,500,3,2.1977974397833115e-09
170,Na-22,500,4,2.169958864107653e-09
170,Na-22,500,5,2.194510621127768e-09
170,Na-22,500,6,2.206135457069447e-09
170,Eu-152,500,1,1.7570162347034387e-09
170,Eu-152,500,2,1.135578328855705e-09
170,Eu-152,500,3,1.0479600204478201e-09
170,Eu-152,500,4,1.0344416962890783e-09
170,Eu-152,500,5,1.045945375677064e-09
170,Eu-152,500,6,1.0513597384188896e-09
170,Eu-154,500,1,1.928378831057619e-09
170,Eu-154,500,2,1.253514747726297e-09
170,Eu-154,500,3,1.1593640280703512e-09
170,Eu-154,500,4,1.1454158893520804e-09
170,Eu-154,500,5,1.1582332420263696e-09
170,Eu-154,500,6,1.164278682098833e-09
170,Eu-155,500,1,1.0202536961835439e-10
170,Eu-155,500,2,4.1693712838386555e-11
170,Eu-155,500,3,3.150625303116726e-11
170,Eu-155,500,4,2.860685380054361e-11
170,Eu-155,500,5,2.8651939832326223e-11
170,Eu-155,500,6,2.8638204761388267e-11
170,Cs-137,1000,1,3.981252524848808e-10
170,Cs-137,1000,2,7.765318624908377e-10
170,Cs-137,1000,3,6.152547093941685e-10
170,Cs-137,1000,4,5.338501565781203e-10
170,Cs-137,1000,5,5.49478290409385e-10
170,Cs-137,1000,6,5.619694609810006e-10
170,Cs-134,1000,1,1.066730935576184e-09
170,Cs-134,1000,2,2.077387691308284e-09
170,Cs-134,1000,3,1.6537702527429035e-09
170,Cs-134,1000,4,1.441113745516436e-09
170,Cs-134,1000,5,1.4833763110764482e-09
170,Cs-134,1000,6,1.516955422755725e-09
170,Ar-41,1000,1,8.467983947711531e-10
170,Ar-41,1000,2,1.6255946430325967e-09
170,Ar-41,1000,3,1.349532225239972e-09
170,Ar-41,1000,4,1.2181926015931256e-09
170,Ar-41,1000,5,1.254298110730656e-09
170,Ar-41,1000,6,1.2815545816465474e-09
170,Xe-135,1000,1,1.702263632241493e-10
170,Xe-135,1000,2,3.3348490460296846e-10
170,Xe-135,1000,3,2.3709583142269536e-10
170,Xe-135,1000,4,1.8393517358214227e-10
170,Xe-135,1000,5,1.8736090672611988e-10
170,Xe-135,1000,6,1.9116754943408768e-10
170,Co-60,1000,1,1.6626050858842367e-09
170,Co-60,1000,2,3.1947937935520807e-09
170,Co-60,1000,3,2.647337894512492e-09
170,Co-60,1000,4,2.3862416169993684e-09
170,Co-60,1000,5,2.457087242364085e-09
170,Co-60,1000,6,2.510635750522794e-09
170,I-131,1000,1,2.7401695967366857e-10
170,I-131,1000,2,5.367253272682327e-10
170,I-131,1000,3,4.033148117371489e-10
170,I-131,1000,4,3.3236131678590444e-10
170,I-131,1000,5,3.4072514540521976e-10
170,I-131,1000,6,3.48255423256749e-10
170,I-132,1000,1,1.5333467502039392e-09
170,I-132,1000,2,2.979246603291214e-09
170,I-132,1000,3,2.38909512818508e-09
170,I-132,1000,4,2.095072386898642e-09
170,I-132,1000,5,2.156722624128244e-09
170,I-132,1000,6,2.2051937078834364e-09
170,Kr-87,1000,1,5.04766773190527e-10
170,Kr-87,1000,2,9.649753296074606e-10
170,Kr-87,1000,3,7.89503573209747e-10
170,Kr-87,1000,4,7.028756654767251e-10
170,Kr-87,1000,5,7.225774789547361e-10
170,Kr-87,1000,6,7.37669509901097e-10
170,Kr-88,1000,1,1.1746944423760558e-09
170,Kr-88,1000,2,2.226440122022961e-09
170,Kr-88,1000,3,1.86865263677137e-09
170,Kr-88,1000,4,1.69862737494916e-09
170,Kr-88,1000,5,1.746975240768452e-09
170,Kr-88,1000,6,1.7825295406361152e-09
170,Kr-85,1000,1,1.6108994616761136e-12
170,Kr-85,1000,2,3.151633253091044e-12
170,Kr-85,1000,3,2.4420577013669815e-12
170,Kr-85,1000,4,2.075146941207088e-12
170,Kr-85,1000,5,2.133254298372888e-12
170,Kr-85,1000,6,2.181698239182527e-12
170,Sr-85,1000,1,3.647720871945641e-10
170,Sr-85,1000,2,7.136557627890936e-10
170,Sr-85,1000,3,5.529802598797756e-10
170,Sr-85,1000,4,4.698975068386814e-10
170,Sr-85,1000,5,4.830554170904327e-10
170,Sr-85,1000,6,4.940250974182071e-10
170,Ru-103,1000,1,3.581185283700745e-10
170,Ru-103,1000,2,7.007208216713951e-10
170,Ru-103,1000,3,5.418685179650927e-10
170,Ru-103,1000,4,4.595795279760043e-10
170,Ru-103,1000,5,4.723790418135954e-10
170,Ru-103,1000,6,4.830906059696826e-10
170,Ru-106,1000,1,1.3864736651947824e-10
170,Ru-106,1000,2,2.7066471308281236e-10
170,Ru-106,1000,3,2.1229191910267837e-10
170,Ru-106,1000,4,1.8247558707523887e-10
170,Ru-106,1000,5,1.87689483425613e-10
170,Ru-106,1000,6,1.9194210772042292e-10
170,Na-22,1000,1,1.5062433844464535e-09
170,Na-22,1000,2,2.916582428920541e-09
170,Na-22,1000,3,2.348003555917833e-09
170,Na-22,1000,4,2.065226946235436e-09
170,Na-22,1000,5,2.125030949019675e-09
170,Na-22,1000,6,2.172102010545952e-09
170,Eu-152,1000,1,7.220122828788501e-10
170,Eu-152,1000,2,1.3953183247091875e-09
170,Eu-152,1000,3,1.121830077843694e-09
170,Eu-152,1000,4,9.85641353474375e-10
170,Eu-152,1000,5,1.013571749042408e-09
170,Eu-152,1000,6,1.035653488270286e-09
170,Eu-154,1000,1,7.934806125099768e-10
170,Eu-154,1000,2,1.5333371690325914e-09
170,Eu-154,1000,3,1.2375027041251302e-09
170,Eu-154,1000,4,1.091203131156984e-09
170,Eu-154,1000,5,1.1224926150258532e-09
170,Eu-154,1000,6,1.147023891961382e-09
170,Eu-155,1000,1,3.8246876262644466e-11
170,Eu-155,1000,2,7.400652286145684e-11
170,Eu-155,1000,3,4.4532444414470254e-11
170,Eu-155,1000,4,2.8060840263068908e-11
170,Eu-155,1000,5,2.7755232334665954e-11
170,Eu-155,1000,6,2.8007990137397887e-11
170,Cs-137,1250,1,2.2438613451184395e-10
170,Cs-137,1250,2,7.156430916103919e-10
170,Cs-137,1250,3,6.39644551941602e-10
170,Cs-137,1250,4,5.166482614502866e-10
170,Cs-137,1250,5,5.363258473443411e-10
170,Cs-137,1250,6,5.541517996110791e-10
170,Cs-134,1250,1,6.026323656546202e-10
170,Cs-134,1250,2,1.9143232215978118e-09
170,Cs-134,1250,3,1.716880910433001e-09
170,Cs-134,1250,4,1.394858772634249e-09
170,Cs-134,1250,5,1.4482705384070596e-09
170,Cs-134,1250,6,1.4961621771016103e-09
170,Ar-41,1250,1,4.889868955079251e-10
170,Ar-41,1250,2,1.496552484161448e-09
170,Ar-41,1250,3,1.383755722832684e-09
170,Ar-41,1250,4,1.180513459044988e-09
170,Ar-41,1250,5,1.227427960553025e-09
170,Ar-41,1250,6,1.2661262308129444e-09
170,Xe-135,1250,1,9.378061477736992e-11
170,Xe-135,1250,2,3.0980365738258643e-10
170,Xe-135,1250,3,2.563574545304104e-10
170,Xe-135,1250,4,1.7891073198828295e-10
170,Xe-135,1250,5,1.8272424061110616e-10
170,Xe-135,1250,6,1.8814311493612408e-10
170,Co-60,1250,1,9.588154596422682e-10
170,Co-60,1250,2,2.9410933704479557e-09
170,Co-60,1250,3,2.715814719324753e-09
170,Co-60,1250,4,2.312186676333085e-09
170,Co-60,1250,5,2.404078963539089e-09
170,Co-60,1250,6,2.4801899953055994e-09
170,I-131,1250,1,1.5239385770496243e-10
170,I-131,1250,2,4.96419237364816e-10
170,I-131,1250,3,4.2708624088654325e-10
170,I-131,1250,4,3.2217145359730403e-10
170,I-131,1250,5,3.3228300890296286e-10
170,I-131,1250,6,3.4301284475172437e-10
170,I-132,1250,1,8.694488270719825e-10
170,I-132,1250,2,2.744822481974441e-09
170,I-132,1250,3,2.474782290196123e-09
170,I-132,1250,4,2.0282091937161357e-09
170,I-132,1250,5,2.106465585577632e-09
170,I-132,1250,6,2.1756137648443707e-09
170,Kr-87,1250,1,2.9237552417019976e-10
170,Kr-87,1250,2,8.90334558779587e-10
170,Kr-87,1250,3,8.139456661815204e-10
170,Kr-87,1250,4,6.819324886580244e-10
170,Kr-87,1250,5,7.07137732917328e-10
170,Kr-87,1250,6,7.288412745522085e-10
170,Kr-88,1250,1,6.89195649279342e-10
170,Kr-88,1250,2,2.053099934410046e-09
170,Kr-88,1250,3,1.912119712317896e-09
170,Kr-88,1250,4,1.6488916233472172e-09
170,Kr-88,1250,5,1.7115346017682284e-09
170,Kr-88,1250,6,1.7628627478760762e-09
170,Kr-85,1250,1,9.017005525223329e-13
170,Kr-85,1250,2,2.908237643688916e-12
170,Kr-85,1250,3,2.557751683357223e-12
170,Kr-85,1250,4,2.0088637156712377e-12
170,Kr-85,1250,5,2.080919175034777e-12
170,Kr-85,1250,6,2.150018440735731e-12
170,Sr-85,1250,1,2.0418115595428763e-10
170,Sr-85,1250,2,6.585412075173663e-10
170,Sr-85,1250,3,5.791777634165451e-10
170,Sr-85,1250,4,4.5488827877776517e-10
170,Sr-85,1250,5,4.712046325950045e-10
170,Sr-85,1250,6,4.868515206875835e-10
170,Ru-103,1250,1,2.0036490607220407e-10
170,Ru-103,1250,2,6.467012040924605e-10
170,Ru-103,1250,3,5.679385226874102e-10
170,Ru-103,1250,4,4.449290419264932e-10
170,Ru-103,1250,5,4.6077561144324945e-10
170,Ru-103,1250,6,4.760571067177408e-10
170,Ru-106,1250,1,7.794321035289545e-11
170,Ru-106,1250,2,2.496090785194509e-10
170,Ru-106,1250,3,2.2146566229911128e-10
170,Ru-106,1250,4,1.7663969157568276e-10
170,Ru-106,1250,5,1.8316407945779132e-10
170,Ru-106,1250,6,1.8922900189187008e-10
170,Na-22,1250,1,8.577240814910061e-10
170,Na-22,1250,2,2.6878897301169316e-09
170,Na-22,1250,3,2.4301246414250207e-09
170,Na-22,1250,4,2.0004420198158043e-09
170,Na-22,1250,5,2.0766657776989166e-09
170,Na-22,1250,6,2.143682683653917e-09
170,Eu-152,1250,1,4.1183220255653004e-10
170,Eu-152,1250,2,1.2865474871304683e-09
170,Eu-152,1250,3,1.162049611278545e-09
170,Eu-152,1250,4,9.552731890148931e-10
170,Eu-152,1250,5,9.90888451406621e-10
170,Eu-152,1250,6,1.022336535002891e-09
170,Eu-154,1250,1,4.5289266669034943e-10
170,Eu-154,1250,2,1.413360672739346e-09
170,Eu-154,1250,3,1.2801894753652972e-09
170,Eu-154,1250,4,1.0574114961289542e-09
170,Eu-154,1250,5,1.097404386159664e-09
170,Eu-154,1250,6,1.132343517481962e-09
170,Eu-155,1250,1,2.0786839128896208e-11
170,Eu-155,1250,2,6.976821530285961e-11
170,Eu-155,1250,3,5.1673683305071946e-11
170,Eu-155,1250,4,2.7813685434512864e-11
170,Eu-155,1250,5,2.720973864013169e-11
170,Eu-155,1250,6,2.757592007279996e-11
170,Cs-137,1600,1,1.1206246536318063e-10
170,Cs-137,1600,2,5.882922904708847e-10
170,Cs-137,1600,3,6.437989214435071e-10
170,Cs-137,1600,4,4.93213972276951e-10
170,Cs-137,1600,5,5.162881342116621e-10
170,Cs-137,1600,6,5.405889327443391e-10
170,Cs-134,1600,1,3.014624142578769e-10
170,Cs-134,1600,2,1.5747468141439822e-09
170,Cs-134,1600,3,1.7259729333090231e-09
170,Cs-134,1600,4,1.331667464402319e-09
170,Cs-134,1600,5,1.394639329448459e-09
170,Cs-134,1600,6,1.4600212184165575e-09
170,Ar-41,1600,1,2.4843797911936565e-10
170,Ar-41,1600,2,1.239121597359706e-09
170,Ar-41,1600,3,1.376505548970356e-09
170,Ar-41,1600,4,1.1277953598922043e-09
170,Ar-41,1600,5,1.1853042412753652e-09
170,Ar-41,1600,6,1.2388673453007171e-09
170,Xe-135,1600,1,4.6189078781928936e-11
170,Xe-135,1600,2,2.534949305712604e-10
170,Xe-135,1600,3,2.6669424478026813e-10
170,Xe-135,1600,4,1.7248366502500052e-10
170,Xe-135,1600,5,1.7580069048949806e-10
170,Xe-135,1600,6,1.8291058211352328e-10
170,Co-60,1600,1,4.866748136562663e-10
170,Co-60,1600,2,2.434180507654839e-09
170,Co-60,1600,3,2.702684070640157e-09
170,Co-60,1600,4,2.208703143648214e-09
170,Co-60,1600,5,2.321216644215864e-09
170,Co-60,1600,6,2.4264406420471803e-09
170,I-131,1600,1,7.548179333569374e-11
170,I-131,1600,2,4.068349994930352e-10
170,I-131,1600,3,4.366801806639991e-10
170,I-131,1600,4,3.086594796427521e-10
170,I-131,1600,5,3.1956942663341876e-10
170,I-131,1600,6,3.3395705430491115e-10
170,I-132,1600,1,4.3609698200594014e-10
170,I-132,1600,2,2.2603180914470804e-09
170,I-132,1600,3,2.483232083025149e-09
170,I-132,1600,4,1.9364882061599677e-09
170,I-132,1600,5,2.029454314764396e-09
170,I-132,1600,6,2.124050989919186e-09
170,Kr-87,1600,1,1.4934408247388628e-10
170,Kr-87,1600,2,7.379147780404379e-10
170,Kr-87,1600,3,8.138235719934021e-10
170,Kr-87,1600,4,6.527885264350032e-10
170,Kr-87,1600,5,6.832416503401253e-10
170,Kr-87,1600,6,7.130940898174314e-10
170,Kr-88,1600,1,3.5513227529038635e-10
170,Kr-88,1600,2,1.7082965821823203e-09
170,Kr-88,1600,3,1.899589182500981e-09
170,Kr-88,1600,4,1.578711197706334e-09
170,Kr-88,1600,5,1.6561849862645459e-09
170,Kr-88,1600,6,1.7272932963400064e-09
170,Kr-85,1600,1,4.483444054310457e-13
170,Kr-85,1600,2,2.3865220204817345e-12
170,Kr-85,1600,3,2.590817013743321e-12
170,Kr-85,1600,4,1.9195889251704696e-12
170,Kr-85,1600,5,2.0016894834308544e-12
170,Kr-85,1600,6,2.0952513042471285e-12
170,Sr-85,1600,1,1.0152317214406207e-10
170,Sr-85,1600,2,5.404039919244132e-10
